p,x,y,j,c
460-00-189027-66,112.142227,32.036064,C20,1
460-00-640532-12,112.126973,32.064953,C20,1
460-00-641418-1,112.151153,32.053028,C20,1
460-00-640532-3,112.126973,32.064953,C20,1
460-00-996932-1,112.125101,32.09188,C20,1
460-00-641372-37,112.078022,32.005433,C21,1
460-00-189209-66,112.07535,32.008743,C21,1
460-00-567976-65,112.07661,32.01116,C21,1
460-00-641372-46,112.078022,32.005433,C21,1
460-00-455087-1,112.07518,32.00871,C21,1
460-00-454684-1,112.07457,32.005783,C21,1
460-00-568439-72,111.838889,31.777222,C22,1
460-00-568439-68,111.838889,31.777222,C22,1
460-00-568439-73,111.838889,31.777222,C22,1
460-00-568439-74,111.838889,31.777222,C22,1
460-00-189477-65,111.837408,31.779226,C22,1
460-00-910080-129,111.83208,31.77592,C22,1
460-00-189477-66,111.837408,31.779226,C22,1
460-00-910483-129,111.84123,31.78199,C22,1
460-00-568439-65,111.838889,31.777222,C22,1
460-00-568363-76,112.268804,32.029495,C23,1
460-00-568363-78,112.268804,32.029495,C23,1
460-00-568363-66,112.26921,32.02888,C23,1
460-00-189673-66,112.26033,32.031338,C23,1
460-00-568363-80,112.268804,32.029495,C23,1
460-00-568363-71,112.268804,32.029495,C23,1
460-00-189579-65,112.26669,32.03058,C23,1
460-00-189579-66,112.26669,32.03058,C23,1
460-00-989828-130,115.40805,30.242804,C24,1
460-00-192476-66,115.431823,30.238093,C24,1
460-00-989854-131,115.41247,30.234726,C24,1
460-00-689382-193,115.423294,30.242064,C24,1
460-00-689382-195,115.423325,30.242062,C24,1
460-00-989828-131,115.40805,30.242804,C24,1
460-00-192465-66,115.435341,30.243315,C24,1
460-00-989910-129,115.426636,30.251652,C24,1
460-00-913128-129,109.495011,30.289128,C25,1
460-00-988835-135,109.49182,30.285429,C25,1
460-00-571960-64,109.48656,30.279537,C25,1
460-00-444203-1,109.49028,30.28389,C25,1
460-00-988540-140,109.480111,30.30807,C25,1
460-00-582586-133,109.49064,30.29611,C25,1
460-00-194171-66,109.484171,30.278113,C25,1
460-00-989103-139,109.490605,30.274928,C25,1
460-00-988835-131,109.491806,30.285496,C25,1
460-00-988835-137,109.49182,30.285435,C25,1
460-00-194206-64,109.491165,30.296955,C25,1
460-00-444166-3,109.47222,30.281388,C25,1
460-00-194138-66,109.472401,30.281399,C25,1
460-00-298228-131,109.495476,30.278847,C25,1
460-00-988725-135,109.490685,30.29119,C25,1
460-00-913265-130,109.50084,30.276344,C25,1
460-00-988835-136,109.49182,30.285433,C25,1
460-00-582588-136,109.49385,30.28963,C25,1
460-00-582585-135,109.489001,30.297801,C25,1
460-00-720733-65,109.476631,30.295103,C25,1
460-00-444417-2,109.49361,30.29972,C25,1
460-00-988835-130,109.49179,30.285542,C25,1
460-00-49857-2,109.48853,30.28066,C25,1
460-00-988835-129,109.49179,30.285486,C25,1
460-00-582585-133,109.489001,30.297801,C25,1
460-00-913352-132,109.49547,30.278801,C25,1
460-00-989348-129,114.890884,30.430133,C26,1
460-00-989336-138,114.89519,30.43566,C26,1
460-00-989367-131,114.895721,30.438467,C26,1
460-00-989408-131,114.90621,30.42872,C26,1
460-00-194356-66,114.88867,30.437908,C26,1
460-00-194314-65,114.90168,30.432272,C26,1
460-00-194325-66,114.89454,30.426483,C26,1
460-00-990330-129,115.07674,30.215223,C27,1
460-00-194813-66,115.075001,30.209428,C27,1
460-00-705686-197,115.08348,30.21117,C27,1
460-00-194813-64,115.074955,30.209371,C27,1
460-00-990713-130,115.07822,30.21192,C27,1
460-00-705640-194,115.085365,30.213165,C27,1
460-00-990330-128,115.07683,30.21518,C27,1
460-00-568435-72,111.630833,32.265278,C28,1
460-00-568435-74,111.630833,32.265278,C28,1
460-00-299359-131,111.64499,32.248101,C28,1
460-00-568435-67,111.630833,32.265278,C28,1
460-00-299372-131,111.65417,32.25469,C28,1
460-00-909432-129,111.63178,32.25323,C28,1
460-00-299391-130,111.64861,32.25226,C28,1
460-00-568435-68,111.630833,32.265278,C28,1
460-00-568435-75,111.630833,32.265278,C28,1
460-00-640876-3,111.659073,32.251404,C28,1
460-00-299355-131,111.618689,32.270978,C28,1
460-00-909822-170,112.082426,31.95712,C29,1
460-00-299597-141,112.088601,31.95835,C29,1
460-00-568417-93,112.082426,31.95712,C29,1
460-00-568417-78,112.082426,31.95712,C29,1
460-00-455967-9,112.070224,31.941642,C29,1
460-00-299879-177,112.07388,31.94776,C29,1
460-00-909822-181,112.082426,31.95712,C29,1
460-00-455501-2,112.07425,31.94862,C29,1
460-00-455320-3,112.08261,31.95675,C29,1
460-00-568417-90,112.082426,31.95712,C29,1
460-00-456064-29,112.074746,31.947519,C29,1
460-00-568417-103,112.082426,31.95712,C29,1
460-00-299597-143,112.088601,31.95835,C29,1
460-00-568417-92,112.082426,31.95712,C29,1
460-00-909822-177,112.08254,31.956966,C29,1
460-00-715710-193,111.777662,30.172679,C3,1
460-00-715708-192,111.766945,30.166643,C3,1
460-00-120111-66,111.780075,30.177142,C3,1
460-00-715710-194,111.777662,30.172679,C3,1
460-00-168182-64,111.77467,30.176201,C3,1
460-00-168182-65,111.774366,30.17604,C3,1
460-00-640699-2,112.19403,31.76003,C30,1
460-00-455684-3,112.22498,31.71859,C30,1
460-00-640699-1,112.19403,31.76003,C30,1
460-00-640704-1,112.21227,31.743807,C30,1
460-00-910181-129,112.20405,31.753086,C30,1
460-00-299678-131,112.22253,31.73224,C30,1
460-00-910181-131,112.20405,31.753119,C30,1
460-00-910250-131,112.222115,31.72738,C30,1
460-00-640699-3,112.19403,31.76003,C30,1
460-00-640663-3,112.220315,31.738183,C30,1
460-00-300223-129,112.16564,31.71382,C30,1
460-00-299678-129,112.22261,31.73247,C30,1
460-00-910181-130,112.20403,31.753094,C30,1
460-00-455684-1,112.22498,31.71859,C30,1
460-00-640663-1,112.220315,31.738183,C30,1
460-00-909924-129,112.189804,31.730152,C30,1
460-00-299720-130,112.11321,31.71635,C31,1
460-00-641094-2,112.11738,31.72635,C31,1
460-00-641095-1,112.12061,31.71736,C31,1
460-00-580891-130,112.123405,31.728844,C31,1
460-00-641094-1,112.11738,31.72635,C31,1
460-00-455690-1,112.777176,32.103348,C32,1
460-00-568288-65,112.77602,32.12665,C32,1
460-00-997091-4,112.77701,32.11541,C32,1
460-00-299989-130,112.75651,32.12269,C32,1
460-00-455169-3,112.75349,32.12092,C32,1
460-00-997176-15,112.753869,32.123271,C32,1
460-00-580930-131,112.77347,32.11659,C32,1
460-00-997176-10,112.753869,32.123271,C32,1
460-00-568221-70,112.756125,32.114052,C32,1
460-00-299730-131,112.782701,32.101543,C32,1
460-00-997175-2,112.76407,32.11623,C32,1
460-00-299894-130,112.756069,32.123221,C32,1
460-00-997176-8,112.753869,32.123271,C32,1
460-00-641142-11,112.778227,32.123647,C32,1
460-00-996866-3,112.761352,32.127342,C32,1
460-00-997176-12,112.753869,32.123271,C32,1
460-00-910327-133,112.764401,32.122528,C32,1
460-00-455690-3,112.777176,32.103348,C32,1
460-00-568467-67,112.75079,32.12457,C32,1
460-00-996866-1,112.761352,32.127342,C32,1
460-00-997176-11,112.753869,32.123271,C32,1
460-00-996866-2,112.761352,32.127342,C32,1
460-00-997176-13,112.753869,32.123271,C32,1
460-00-454710-1,112.76801,32.12326,C32,1
460-00-568468-67,112.752501,32.125833,C32,1
460-00-997176-2,112.753869,32.123271,C32,1
460-00-299730-129,112.78268,32.101574,C32,1
460-00-440251-2,114.07631,30.619392,C33,1
460-00-36033-192,114.093833,30.626164,C33,1
460-00-304160-129,114.07992,30.62973,C33,1
460-00-435190-5,114.063545,30.619713,C33,1
460-00-440009-1,114.08647,30.625055,C33,1
460-00-304225-138,114.08847,30.62821,C33,1
460-00-439636-15,114.09342,30.62041,C33,1
460-00-304225-130,114.08847,30.62821,C33,1
460-00-303722-130,114.07483,30.62793,C33,1
460-00-38653-194,114.052551,30.62815,C33,1
460-00-304225-129,114.08847,30.62821,C33,1
460-00-303722-133,114.07483,30.62793,C33,1
460-00-35994-193,114.093522,30.620453,C33,1
460-00-440257-2,114.09127,30.34193,C34,1
460-00-439516-3,114.092445,30.358892,C34,1
460-00-439516-2,114.092445,30.358892,C34,1
460-00-439463-1,114.08143,30.35757,C34,1
460-00-303954-131,114.09734,30.36152,C34,1
460-00-435066-2,114.07493,30.34991,C34,1
460-00-439463-3,114.08143,30.35757,C34,1
460-00-434371-2,114.08882,30.35679,C34,1
460-00-439463-2,114.08143,30.35757,C34,1
460-00-304534-129,114.08553,30.36548,C34,1
460-00-439516-1,114.092445,30.358892,C34,1
460-00-435066-3,114.07493,30.34991,C34,1
460-00-435066-1,114.07493,30.34991,C34,1
460-00-434371-3,114.08882,30.35679,C34,1
460-00-434371-1,114.08882,30.35679,C34,1
460-00-303954-130,114.09731,30.36151,C34,1
460-00-439447-2,114.08383,30.351074,C34,1
460-00-439447-1,114.08383,30.351074,C34,1
460-00-36008-192,114.02632,30.66242,C35,1
460-00-439527-9,114.02122,30.65291,C35,1
460-00-36034-193,114.02291,30.65736,C35,1
460-00-304239-140,114.02267,30.65723,C35,1
460-00-304786-133,114.797457,30.836658,C36,1
460-00-438551-1,114.80369,30.84616,C36,1
460-00-304785-129,114.797457,30.836658,C36,1
460-00-304606-129,114.79604,30.842897,C36,1
460-00-350420-64,112.582101,30.695841,C37,1
460-00-454159-3,112.56821,30.69781,C37,1
460-00-454238-1,112.572978,30.695148,C37,1
460-00-454182-3,112.573388,30.689827,C37,1
460-00-454235-1,112.57785,30.69639,C37,1
460-00-454159-2,112.56821,30.69781,C37,1
460-00-454240-2,112.56851,30.69411,C37,1
460-00-454239-1,112.56603,30.687551,C37,1
460-00-454178-2,112.56261,30.70221,C37,1
460-00-454238-3,112.572978,30.695148,C37,1
460-00-454173-2,112.562832,30.696691,C37,1
460-00-578417-134,112.608116,31.105978,C38,1
460-00-578417-129,112.60812,31.105967,C38,1
460-00-350589-65,112.60056,31.11132,C38,1
460-00-926085-129,112.60882,31.10074,C38,1
460-00-454098-3,112.60711,31.11121,C38,1
460-00-577557-153,112.600552,31.111318,C38,1
460-00-577557-151,112.600552,31.111318,C38,1
460-00-454099-3,112.61188,31.10991,C38,1
460-00-449938-14,113.821158,31.618096,C39,1
460-00-449961-9,113.82296,31.62756,C39,1
460-00-926480-137,113.81957,31.62279,C39,1
460-00-449938-17,113.821158,31.618096,C39,1
460-00-449938-11,113.821158,31.618096,C39,1
460-00-449951-2,113.81838,31.61721,C39,1
460-00-449956-13,113.815315,31.614658,C39,1
460-00-449944-13,113.82639,31.61728,C39,1
460-00-926494-133,113.81595,31.627556,C39,1
460-00-120146-64,112.900135,29.829837,C4,1
460-00-715698-196,112.91088,29.85014,C4,1
460-00-691890-192,112.902801,29.828787,C4,1
460-00-715698-192,112.90222,29.847725,C4,1
460-00-195041-64,112.89777,29.84982,C4,1
460-00-167962-66,112.90214,29.83268,C4,1
460-00-715698-193,112.90222,29.847727,C4,1
460-00-715698-195,112.91102,29.850357,C4,1
460-00-167962-64,112.90214,29.83268,C4,1
460-00-351473-67,112.906417,29.834447,C4,1
460-00-715698-194,112.90222,29.847727,C4,1
460-00-350784-65,112.89936,29.843159,C4,1
460-00-691755-193,112.891205,29.85021,C4,1
460-00-712265-193,112.90795,29.843939,C4,1
460-00-691755-194,112.891205,29.85021,C4,1
460-00-453878-28,112.195833,30.991666,C40,1
460-00-454403-26,112.18451,30.99256,C40,1
460-00-52170-5,112.18451,30.99256,C40,1
460-00-52170-12,112.18451,30.99256,C40,1
460-00-453853-1,112.19459,30.98911,C40,1
460-00-454403-14,112.18451,30.99256,C40,1
460-00-454403-11,112.18451,30.99256,C40,1
460-00-52170-10,112.18451,30.99256,C40,1
460-00-454403-25,112.18451,30.99256,C40,1
460-00-453856-3,112.197624,31.000605,C40,1
460-00-52170-4,112.18451,30.99256,C40,1
460-00-453878-27,112.19582,30.99171,C40,1
460-00-578425-131,112.58537,31.17577,C41,1
460-00-52104-1,112.57721,31.17365,C41,1
460-00-454033-12,112.588055,31.170277,C41,1
460-00-456097-28,112.035434,32.002612,C42,1
460-00-456100-5,112.04252,31.996264,C42,1
460-00-456097-45,112.03543,32.00261,C42,1
460-00-456097-30,112.03543,32.00261,C42,1
460-00-456097-48,112.035434,32.002612,C42,1
460-00-456100-6,112.04252,31.996264,C42,1
460-00-571369-65,111.069534,30.169044,C43,1
460-00-571369-67,111.06954,30.169071,C43,1
460-00-571370-65,111.077065,30.174751,C43,1
460-00-571370-67,111.077101,30.17478,C43,1
460-00-578363-131,112.195128,30.926461,C44,1
460-00-578363-130,112.195128,30.926461,C44,1
460-00-926185-134,112.20733,30.93276,C44,1
460-00-578362-129,112.205124,30.920418,C44,1
460-00-640672-2,112.16415,31.750301,C45,1
460-00-640672-1,112.16415,31.750301,C45,1
460-00-909874-130,112.15807,31.742823,C45,1
460-00-909874-131,112.158104,31.742798,C45,1
460-00-909874-129,112.15803,31.742786,C45,1
460-00-689180-200,115.016401,31.18041,C46,1
460-00-989600-130,115.028206,31.172428,C46,1
460-00-689181-194,115.01896,31.182657,C46,1
460-00-689180-199,115.016401,31.18041,C46,1
460-00-715713-193,112.21463,30.060068,C47,1
460-00-715713-194,112.214645,30.060078,C47,1
460-00-715731-194,112.228386,30.05957,C47,1
460-00-715731-192,112.22842,30.05956,C47,1
460-00-691912-192,112.21539,30.054815,C47,1
460-00-715694-194,113.479564,29.837151,C5,1
460-00-120160-67,113.46776,29.827087,C5,1
460-00-561856-65,113.474501,29.82879,C5,1
460-00-561856-64,113.474501,29.82879,C5,1
460-00-715694-192,113.479564,29.837151,C5,1
460-00-715694-193,113.479564,29.837151,C5,1
460-00-563081-65,110.733734,32.635742,C6,1
460-00-716091-199,110.77417,32.63751,C6,1
460-00-575641-66,110.736961,32.648512,C6,1
460-00-575679-66,110.78663,32.626057,C6,1
460-00-690362-194,110.76045,32.61784,C6,1
460-00-575778-73,110.777199,32.632101,C6,1
460-00-575774-71,110.784004,32.60519,C6,1
460-00-575728-66,110.73179,32.651512,C6,1
460-00-575778-72,110.777199,32.632101,C6,1
460-00-690917-197,110.78336,32.622044,C6,1
460-00-716211-195,110.77335,32.635284,C6,1
460-00-120821-65,110.78315,32.62404,C6,1
460-00-563093-67,110.77856,32.64799,C6,1
460-00-120821-69,110.78315,32.623947,C6,1
460-00-575728-65,110.73174,32.651478,C6,1
460-00-575679-67,110.78672,32.626045,C6,1
460-00-575774-72,110.783714,32.604805,C6,1
460-00-575494-71,110.773866,32.632601,C6,1
460-00-575724-68,110.77604,32.62984,C6,1
460-00-120821-72,110.78315,32.623947,C6,1
460-00-575735-66,110.731636,32.650288,C6,1
460-00-575733-66,110.734207,32.652473,C6,1
460-00-563081-66,110.733722,32.635838,C6,1
460-00-575641-67,110.736922,32.648517,C6,1
460-00-120821-71,110.78315,32.623947,C6,1
460-00-575669-68,110.73662,32.656937,C6,1
460-00-690918-193,110.78222,32.623516,C6,1
460-00-120821-66,110.78311,32.624004,C6,1
460-00-690917-195,110.78336,32.622044,C6,1
460-00-120767-68,110.773933,32.625209,C6,1
460-00-563080-67,110.738976,32.635117,C6,1
460-00-563038-67,110.78032,32.61225,C6,1
460-00-120821-73,110.78315,32.623947,C6,1
460-00-690293-195,110.78608,32.61397,C6,1
460-00-690917-194,110.783356,32.622044,C6,1
460-00-120821-70,110.78315,32.623947,C6,1
460-00-120821-68,110.78315,32.623947,C6,1
460-00-575724-65,110.77604,32.62984,C6,1
460-00-690777-198,110.74405,32.652767,C6,1
460-00-575669-65,110.73662,32.656937,C6,1
460-00-563038-65,110.78032,32.61225,C6,1
460-00-690917-196,110.78336,32.622044,C6,1
460-00-563080-65,110.738846,32.635235,C6,1
460-00-121782-64,111.788422,30.815427,C7,1
460-00-574592-66,111.789207,30.828301,C7,1
460-00-121770-65,111.791481,30.831367,C7,1
460-00-121780-65,111.786087,30.833242,C7,1
460-00-121759-66,111.791634,30.81892,C7,1
460-00-121783-65,111.791016,30.816263,C7,1
460-00-575113-64,111.802039,30.826651,C7,1
460-00-910842-136,111.79147,30.83138,C7,1
460-00-575103-64,111.794157,30.831937,C7,1
460-00-121783-64,111.791016,30.816263,C7,1
460-00-122057-64,110.74328,31.330826,C8,1
460-00-121861-64,110.760338,31.337515,C8,1
460-00-121860-66,110.753578,31.340015,C8,1
460-00-574869-64,110.751884,31.338301,C8,1
460-00-121860-65,110.753578,31.340015,C8,1
460-00-121860-64,110.753578,31.340015,C8,1
460-00-121986-66,110.75496,31.351048,C8,1
460-00-121795-66,110.746643,31.345324,C8,1
460-00-443480-5,113.75391,30.42663,C9,1
460-00-571301-70,111.43881,30.381042,C9,1
460-00-997364-3,112.210451,31.803976,C9,1
460-00-571301-68,111.43878,30.381054,C9,1
460-00-184412-90,113.35816,31.67243,C9,1
460-00-568336-80,112.25153,31.997662,C9,1
460-00-571301-69,111.43881,30.381073,C9,1
460-00-454283-1,113.10643,31.016443,C9,1
460-00-578082-130,112.18817,31.040907,C9,1
460-00-642521-1,111.43467,30.56245,C9,1
460-00-184412-91,113.35816,31.67243,C9,1
460-00-571303-66,111.44828,30.392252,C9,1
460-00-184412-75,113.35816,31.67243,C9,1
460-00-443480-4,113.75391,30.42663,C9,1
460-00-571294-67,111.444175,30.386304,C9,1
460-00-578628-133,113.32128,31.83284,C9,1
460-00-568471-66,112.24625,32.00394,C9,1
460-00-578628-136,113.320625,31.832209,C9,1
460-00-454641-1,112.30873,31.410086,C9,1
460-00-184412-78,113.35816,31.67243,C9,1
460-00-578628-145,113.320625,31.832209,C9,1
460-00-578628-141,113.320625,31.832209,C9,1
460-00-454569-7,112.30875,31.41003,C9,1
460-00-184412-68,113.35816,31.67243,C9,1
460-00-443480-2,113.75391,30.42663,C9,1
460-00-39169-194,111.451509,30.389609,C9,1
460-00-578628-132,113.320625,31.832209,C9,1
460-00-184409-90,113.35941,31.67221,C9,1
460-00-121879-66,111.453468,30.393761,C9,1
460-00-454641-2,112.30873,31.410086,C9,1
460-00-568336-96,112.25153,31.997662,C9,1
460-00-454362-1,113.112137,31.02808,C9,1
460-00-454641-5,112.30873,31.410086,C9,1
460-00-39169-193,111.451509,30.389609,C9,1
460-00-571303-65,111.44833,30.392248,C9,1
460-00-184412-96,113.35816,31.67243,C9,1
460-00-443480-6,113.75391,30.42663,C9,1
460-00-571294-66,111.444175,30.386304,C9,1
460-00-568471-65,112.24625,32.00394,C9,1
460-00-571294-65,111.444175,30.386304,C9,1
